DATETIME,SOI,SST_DIFF,enso
2009-12-31,13.8,1.59,0
2010-01-01,11.17,1.59,0
2010-01-02,8.91,1.59,0
2010-01-03,4.48,1.59,0
2010-01-04,14.09,1.55,0
2010-01-05,11.69,1.55,0
2010-01-06,-3.43,1.55,0
2010-01-07,-5.88,1.55,0
2010-01-08,-10.69,1.55,1
2010-01-09,-22.42,1.55,1
2010-01-10,-34.43,1.55,1
2010-01-11,-26.52,1.51,1
2010-01-12,-4.85,1.51,0
2010-01-13,-2.73,1.51,0
2010-01-14,-6.12,1.51,0
2010-01-15,-3.06,1.51,0
2010-01-16,-1.74,1.51,0
2010-01-17,-0.04,1.51,0
2010-01-18,-6.64,1.27,0
2010-01-19,-13.0,1.27,1
2010-01-20,-16.39,1.27,1
2010-01-21,-13.18,1.27,1
2010-01-22,-12.1,1.27,1
2010-01-23,-12.24,1.27,1
2010-01-24,-5.65,1.27,0
2010-01-25,-3.1,1.18,0
2010-01-26,-3.1,1.18,0
2010-01-27,-9.46,1.18,1
2010-01-28,-17.33,1.18,1
2010-01-29,-11.06,1.18,1
2010-01-30,-18.6,1.18,1
2010-01-31,-42.49,1.18,1
2010-02-01,-58.07,0.86,1
2010-02-02,-53.51,0.86,1
2010-02-03,-44.09,0.86,1
2010-02-04,-60.28,0.86,1
2010-02-05,-80.41,0.86,1
2010-02-06,-58.5,0.86,1
2010-02-07,-44.24,0.86,1
2010-02-08,-37.61,0.93,1
2010-02-09,-26.42,0.93,1
2010-02-10,-27.43,0.93,1
2010-02-11,-24.69,0.93,1
2010-02-12,-16.33,0.93,1
2010-02-13,-9.89,0.93,1
2010-02-14,-8.6,0.93,1
2010-02-15,-7.68,0.88,0
2010-02-16,-2.45,0.88,0
2010-02-17,-5.57,0.88,0
2010-02-18,-5.09,0.88,0
2010-02-19,-7.35,0.88,0
2010-02-20,-7.59,0.88,0
2010-02-21,0.67,0.88,0
2010-02-22,8.21,1.05,0
2010-02-23,6.92,1.05,0
2010-02-24,10.47,1.05,0
2010-02-25,13.21,1.05,0
2010-02-26,10.9,1.05,0
2010-02-27,20.27,1.05,0
2010-02-28,4.71,1.05,0
2010-03-01,-6.56,0.9,0
2010-03-02,-12.54,0.9,1
2010-03-03,-25.42,0.9,1
2010-03-04,-22.83,0.9,1
2010-03-05,-35.23,0.9,1
2010-03-06,-33.36,0.9,1
2010-03-07,-22.83,0.9,1
2010-03-08,-15.65,0.85,1
2010-03-09,-14.46,0.85,1
2010-03-10,-16.8,0.85,1
2010-03-11,-25.9,0.85,1
2010-03-12,-29.49,0.85,1
2010-03-13,-24.56,0.85,1
2010-03-14,-12.49,0.85,1
2010-03-15,-5.17,0.86,0
2010-03-16,-2.78,0.86,0
2010-03-17,-2.78,0.86,0
2010-03-18,-9.1,0.86,1
2010-03-19,-7.9,0.86,0
2010-03-20,-13.74,0.86,1
2010-03-21,-12.97,0.86,1
2010-03-22,-8.71,0.72,0
2010-03-23,-1.63,0.72,0
2010-03-24,7.18,0.72,0
2010-03-25,4.69,0.72,0
2010-03-26,1.91,0.72,0
2010-03-27,-3.83,0.72,0
2010-03-28,-2.97,0.72,0
2010-03-29,5.74,0.54,0
2010-03-30,7.85,0.54,0
2010-03-31,7.8,0.54,0
2010-04-01,15.21,0.54,0
2010-04-02,23.07,0.54,0
2010-04-03,22.78,0.54,0
2010-04-04,25.88,0.54,0
2010-04-05,27.18,0.41,0
2010-04-06,28.55,0.41,0
2010-04-07,22.64,0.41,0
2010-04-08,12.33,0.41,0
2010-04-09,5.91,0.41,0
2010-04-10,14.56,0.41,0
2010-04-11,12.4,0.41,0
2010-04-12,19.47,0.46,0
2010-04-13,15.5,0.46,0
2010-04-14,5.41,0.46,0
2010-04-15,0.5,0.46,0
2010-04-16,3.32,0.46,0
2010-04-17,11.17,0.46,0
2010-04-18,9.37,0.46,0
2010-04-19,12.26,0.27,0
2010-04-20,17.74,0.27,0
2010-04-21,20.55,0.27,0
2010-04-22,15.79,0.27,0
2010-04-23,1.44,0.27,0
2010-04-24,0.5,0.27,0
2010-04-25,10.53,0.27,0
2010-04-26,14.78,0.17,0
2010-04-27,5.69,0.17,0
2010-04-28,0.65,0.17,0
2010-04-29,-8.65,0.17,0
2010-04-30,-2.6,0.17,0
2010-05-01,8.83,0.17,0
2010-05-02,12.43,0.17,0
2010-05-03,14.57,0.01,0
2010-05-04,22.08,0.01,0
2010-05-05,27.06,0.01,0
2010-05-06,8.14,0.01,0
2010-05-07,-11.32,0.01,0
2010-05-08,-3.28,0.01,0
2010-05-09,8.6,0.01,0
2010-05-10,18.56,-0.26,0
2010-05-11,9.21,-0.26,0
2010-05-12,6.68,-0.26,0
2010-05-13,-6.72,-0.26,0
2010-05-14,0.02,-0.26,0
2010-05-15,5.76,-0.26,0
2010-05-16,15.95,-0.26,0
2010-05-17,16.87,-0.52,0
2010-05-18,16.18,-0.52,0
2010-05-19,6.91,-0.52,0
2010-05-20,1.78,-0.52,0
2010-05-21,-11.32,-0.52,0
2010-05-22,-4.04,-0.52,0
2010-05-23,16.49,-0.52,0
2010-05-24,6.76,-0.5,0
2010-05-25,2.32,-0.5,0
2010-05-26,17.48,-0.5,0
2010-05-27,32.04,-0.5,0
2010-05-28,31.5,-0.5,0
2010-05-29,22.39,-0.5,0
2010-05-30,18.02,-0.5,0
2010-05-31,14.96,-0.62,0
2010-06-01,12.79,-0.62,0
2010-06-02,12.79,-0.62,0
2010-06-03,1.48,-0.62,0
2010-06-04,-7.59,-0.62,0
2010-06-05,-6.05,-0.62,0
2010-06-06,0.14,-0.62,0
2010-06-07,-8.15,-0.67,0
2010-06-08,-16.1,-0.67,0
2010-06-09,-9.0,-0.67,0
2010-06-10,-4.29,-0.67,0
2010-06-11,-4.22,-0.67,0
2010-06-12,0.35,-0.67,0
2010-06-13,2.88,-0.67,0
2010-06-14,-3.66,-0.81,0
2010-06-15,-1.97,-0.81,0
2010-06-16,5.06,-0.81,0
2010-06-17,-1.34,-0.81,0
2010-06-18,4.85,-0.81,0
2010-06-19,0.7,-0.81,0
2010-06-20,-1.69,-0.81,0
2010-06-21,-1.06,-0.88,0
2010-06-22,-8.51,-0.88,0
2010-06-23,-6.61,-0.88,0
2010-06-24,-0.07,-0.88,0
2010-06-25,11.04,-0.88,-1
2010-06-26,3.16,-0.88,0
2010-06-27,7.52,-0.88,0
2010-06-28,20.45,-0.97,-1
2010-06-29,25.8,-0.97,-1
2010-06-30,10.68,-0.97,-1
2010-07-01,12.86,-0.97,-1
2010-07-02,11.39,-0.97,-1
2010-07-03,-2.28,-0.97,0
2010-07-04,2.71,-0.97,0
2010-07-05,16.8,-1.15,-1
2010-07-06,19.7,-1.15,-1
2010-07-07,14.47,-1.15,-1
2010-07-08,10.16,-1.15,-1
2010-07-09,9.42,-1.15,-1
2010-07-10,15.51,-1.15,-1
2010-07-11,18.16,-1.15,-1
2010-07-12,16.0,-1.14,-1
2010-07-13,19.64,-1.14,-1
2010-07-14,23.08,-1.14,-1
2010-07-15,25.79,-1.14,-1
2010-07-16,22.53,-1.14,-1
2010-07-17,17.79,-1.14,-1
2010-07-18,16.68,-1.14,-1
2010-07-19,19.02,-1.18,-1
2010-07-20,18.77,-1.18,-1
2010-07-21,11.33,-1.18,-1
2010-07-22,15.02,-1.18,-1
2010-07-23,22.41,-1.18,-1
2010-07-24,24.07,-1.18,-1
2010-07-25,28.99,-1.18,-1
2010-07-26,35.02,-1.31,-1
2010-07-27,34.1,-1.31,-1
2010-07-28,24.01,-1.31,-1
2010-07-29,24.01,-1.31,-1
2010-07-30,29.79,-1.31,-1
2010-07-31,23.88,-1.31,-1
2010-08-01,15.23,-1.31,-1
2010-08-02,-3.16,-1.2,0
2010-08-03,-6.43,-1.2,0
2010-08-04,2.31,-1.2,0
2010-08-05,18.75,-1.2,-1
2010-08-06,18.33,-1.2,-1
2010-08-07,9.41,-1.2,-1
2010-08-08,16.51,-1.2,-1
2010-08-09,33.26,-1.18,-1
2010-08-10,29.62,-1.18,-1
2010-08-11,12.38,-1.18,-1
2010-08-12,4.07,-1.18,0
2010-08-13,2.0,-1.18,0
2010-08-14,7.1,-1.18,0
2010-08-15,20.15,-1.18,-1
2010-08-16,14.75,-1.34,-1
2010-08-17,26.22,-1.34,-1
2010-08-18,25.13,-1.34,-1
2010-08-19,25.07,-1.34,-1
2010-08-20,30.47,-1.34,-1
2010-08-21,31.62,-1.34,-1
2010-08-22,24.16,-1.34,-1
2010-08-23,21.67,-1.6,-1
2010-08-24,21.73,-1.6,-1
2010-08-25,19.6,-1.6,-1
2010-08-26,26.34,-1.6,-1
2010-08-27,29.5,-1.6,-1
2010-08-28,16.45,-1.6,-1
2010-08-29,5.04,-1.6,0
2010-08-30,7.46,-1.58,0
2010-08-31,23.25,-1.58,-1
2010-09-01,32.8,-1.58,-1
2010-09-02,34.41,-1.58,-1
2010-09-03,41.66,-1.58,-1
2010-09-04,43.5,-1.58,-1
2010-09-05,30.13,-1.58,-1
2010-09-06,22.46,-1.56,-1
2010-09-07,23.53,-1.56,-1
2010-09-08,20.86,-1.56,-1
2010-09-09,19.97,-1.56,-1
2010-09-10,18.66,-1.56,-1
2010-09-11,17.35,-1.56,-1
2010-09-12,13.91,-1.56,-1
2010-09-13,22.11,-1.62,-1
2010-09-14,37.32,-1.62,-1
2010-09-15,22.82,-1.62,-1
2010-09-16,19.79,-1.62,-1
2010-09-17,25.38,-1.62,-1
2010-09-18,20.68,-1.62,-1
2010-09-19,27.1,-1.62,-1
2010-09-20,25.49,-1.52,-1
2010-09-21,18.54,-1.52,-1
2010-09-22,22.82,-1.52,-1
2010-09-23,29.0,-1.52,-1
2010-09-24,29.0,-1.52,-1
2010-09-25,30.66,-1.52,-1
2010-09-26,24.19,-1.52,-1
2010-09-27,23.24,-1.65,-1
2010-09-28,19.37,-1.65,-1
2010-09-29,26.33,-1.65,-1
2010-09-30,30.49,-1.65,-1
2010-10-01,28.62,-1.65,-1
2010-10-02,32.49,-1.65,-1
2010-10-03,34.49,-1.65,-1
2010-10-04,26.36,-1.88,-1
2010-10-05,19.98,-1.88,-1
2010-10-06,18.82,-1.88,-1
2010-10-07,21.92,-1.88,-1
2010-10-08,16.5,-1.88,-1
2010-10-09,20.24,-1.88,-1
2010-10-10,27.01,-1.88,-1
2010-10-11,21.01,-1.85,-1
2010-10-12,8.12,-1.85,-1
2010-10-13,4.77,-1.85,0
2010-10-14,9.15,-1.85,-1
2010-10-15,29.78,-1.85,-1
2010-10-16,39.32,-1.85,-1
2010-10-17,24.43,-1.85,-1
2010-10-18,19.01,-1.77,-1
2010-10-19,25.27,-1.77,-1
2010-10-20,26.49,-1.77,-1
2010-10-21,28.17,-1.77,-1
2010-10-22,27.01,-1.77,-1
2010-10-23,34.23,-1.77,-1
2010-10-24,29.14,-1.77,-1
2010-10-25,15.34,-1.7,-1
2010-10-26,5.74,-1.7,0
2010-10-27,-6.06,-1.7,0
2010-10-28,-4.77,-1.7,0
2010-10-29,3.87,-1.7,0
2010-10-30,10.44,-1.7,-1
2010-10-31,13.21,-1.7,-1
2010-11-01,21.06,-1.76,-1
2010-11-02,25.96,-1.76,-1
2010-11-03,11.64,-1.76,-1
2010-11-04,11.13,-1.76,-1
2010-11-05,12.85,-1.76,-1
2010-11-06,8.33,-1.76,-1
2010-11-07,8.01,-1.76,-1
2010-11-08,15.59,-1.73,-1
2010-11-09,7.12,-1.73,0
2010-11-10,-1.78,-1.73,0
2010-11-11,2.54,-1.73,0
2010-11-12,21.5,-1.73,-1
2010-11-13,34.04,-1.73,-1
2010-11-14,19.15,-1.73,-1
2010-11-15,13.1,-1.81,-1
2010-11-16,22.14,-1.81,-1
2010-11-17,20.42,-1.81,-1
2010-11-18,5.21,-1.81,0
2010-11-19,18.32,-1.81,-1
2010-11-20,17.88,-1.81,-1
2010-11-21,21.5,-1.81,-1
2010-11-22,25.32,-1.79,-1
2010-11-23,31.17,-1.79,-1
2010-11-24,25.32,-1.79,-1
2010-11-25,14.69,-1.79,-1
2010-11-26,7.06,-1.79,0
2010-11-27,11.51,-1.79,-1
2010-11-28,17.24,-1.79,-1
2010-11-29,18.83,-1.74,-1
2010-11-30,22.39,-1.74,-1
2010-12-01,19.67,-1.74,-1
2010-12-02,20.81,-1.74,-1
2010-12-03,18.58,-1.74,-1
2010-12-04,27.3,-1.74,-1
2010-12-05,28.85,-1.74,-1
2010-12-06,30.83,-1.81,-1
2010-12-07,32.38,-1.81,-1
2010-12-08,30.72,-1.81,-1
2010-12-09,23.2,-1.81,-1
2010-12-10,15.36,-1.81,-1
2010-12-11,16.5,-1.81,-1
2010-12-12,22.47,-1.81,-1
2010-12-13,17.02,-1.78,-1
2010-12-14,11.62,-1.78,-1
2010-12-15,12.3,-1.78,-1
2010-12-16,23.56,-1.78,-1
2010-12-17,29.01,-1.78,-1
2010-12-18,20.81,-1.78,-1
2010-12-19,19.25,-1.78,-1
2010-12-20,18.73,-1.84,-1
2010-12-21,21.48,-1.84,-1
2010-12-22,35.19,-1.84,-1
2010-12-23,42.14,-1.84,-1
2010-12-24,34.04,-1.84,-1
2010-12-25,42.19,-1.84,-1
2010-12-26,42.45,-1.84,-1
2010-12-27,42.45,-1.83,-1
2010-12-28,43.8,-1.83,-1
2010-12-29,33.68,-1.83,-1
2010-12-30,27.19,-1.83,-1
2010-12-31,15.62,-1.83,-1
2011-01-01,3.49,-1.83,0
2011-01-02,3.73,-1.83,0
2011-01-03,15.22,-1.65,-1
2011-01-04,13.57,-1.65,-1
2011-01-05,12.63,-1.65,-1
2011-01-06,12.91,-1.65,-1
2011-01-07,13.29,-1.65,-1
2011-01-08,27.33,-1.65,-1
2011-01-09,27.09,-1.65,-1
2011-01-10,27.8,-1.87,-1
2011-01-11,31.05,-1.87,-1
2011-01-12,38.87,-1.87,-1
2011-01-13,27.42,-1.87,-1
2011-01-14,23.65,-1.87,-1
2011-01-15,31.76,-1.87,-1
2011-01-16,34.49,-1.87,-1
2011-01-17,23.75,-1.68,-1
2011-01-18,10.09,-1.68,-1
2011-01-19,16.3,-1.68,-1
2011-01-20,24.6,-1.68,-1
2011-01-21,15.74,-1.68,-1
2011-01-22,6.36,-1.68,0
2011-01-23,8.48,-1.68,-1
2011-01-24,23.23,-1.61,-1
2011-01-25,12.11,-1.61,-1
2011-01-26,-0.14,-1.61,0
2011-01-27,-0.61,-1.61,0
2011-01-28,17.44,-1.61,-1
2011-01-29,15.46,-1.61,-1
2011-01-30,18.52,-1.61,-1
2011-01-31,24.27,-1.37,-1
2011-02-01,30.02,-1.37,-1
2011-02-02,18.88,-1.37,-1
2011-02-03,20.27,-1.37,-1
2011-02-04,23.63,-1.37,-1
2011-02-05,26.61,-1.37,-1
2011-02-06,25.41,-1.37,-1
2011-02-07,6.77,-1.16,0
2011-02-08,7.97,-1.16,0
2011-02-09,10.09,-1.16,-1
2011-02-10,12.97,-1.16,-1
2011-02-11,10.33,-1.16,-1
2011-02-12,10.28,-1.16,-1
2011-02-13,16.14,-1.16,-1
2011-02-14,19.84,-1.31,-1
2011-02-15,16.52,-1.31,-1
2011-02-16,50.87,-1.31,-1
2011-02-17,55.43,-1.31,-1
2011-02-18,40.92,-1.31,-1
2011-02-19,28.92,-1.31,-1
2011-02-20,18.92,-1.31,-1
2011-02-21,7.64,-1.32,0
2011-02-22,9.37,-1.32,-1
2011-02-23,11.77,-1.32,-1
2011-02-24,22.86,-1.32,-1
2011-02-25,29.4,-1.32,-1
2011-02-26,34.63,-1.32,-1
2011-02-27,39.39,-1.32,-1
2011-02-28,27.57,-1.31,-1
2011-03-01,20.73,-1.31,-1
2011-03-02,17.95,-1.31,-1
2011-03-03,23.74,-1.31,-1
2011-03-04,19.1,-1.31,-1
2011-03-05,12.54,-1.31,-1
2011-03-06,4.16,-1.31,0
2011-03-07,7.85,-1.06,0
2011-03-08,14.5,-1.06,-1
2011-03-09,11.2,-1.06,-1
2011-03-10,20.1,-1.06,-1
2011-03-11,34.94,-1.06,-1
2011-03-12,39.73,-1.06,-1
2011-03-13,31.26,-1.06,-1
2011-03-14,26.18,-1.1,-1
2011-03-15,22.74,-1.1,-1
2011-03-16,17.85,-1.1,-1
2011-03-17,11.49,-1.1,-1
2011-03-18,3.97,-1.1,0
2011-03-19,5.26,-1.1,0
2011-03-20,7.75,-1.1,0
2011-03-21,14.45,-1.23,-1
2011-03-22,10.48,-1.23,-1
2011-03-23,13.07,-1.23,-1
2011-03-24,7.56,-1.23,0
2011-03-25,2.63,-1.23,0
2011-03-26,9.0,-1.23,-1
2011-03-27,16.18,-1.23,-1
2011-03-28,20.58,-1.09,-1
2011-03-29,26.9,-1.09,-1
2011-03-30,28.62,-1.09,-1
2011-03-31,38.39,-1.09,-1
2011-04-01,74.55,-1.09,-1
2011-04-02,62.15,-1.09,-1
2011-04-03,41.39,-1.09,-1
2011-04-04,40.95,-0.86,-1
2011-04-05,31.15,-0.86,-1
2011-04-06,18.38,-0.86,-1
2011-04-07,27.33,-0.86,-1
2011-04-08,37.28,-0.86,-1
2011-04-09,30.35,-0.86,-1
2011-04-10,15.43,-0.86,-1
2011-04-11,25.02,-0.81,-1
2011-04-12,31.15,-0.81,-1
2011-04-13,19.39,-0.81,-1
2011-04-14,18.17,-0.81,-1
2011-04-15,30.57,-0.81,-1
2011-04-16,28.91,-0.81,-1
2011-04-17,10.96,-0.81,-1
2011-04-18,7.71,-0.7,0
2011-04-19,15.79,-0.7,0
2011-04-20,8.0,-0.7,0
2011-04-21,7.14,-0.7,0
2011-04-22,18.53,-0.7,0
2011-04-23,22.13,-0.7,0
2011-04-24,12.62,-0.7,0
2011-04-25,6.42,-0.67,0
2011-04-26,18.02,-0.67,0
2011-04-27,19.54,-0.67,0
2011-04-28,11.68,-0.67,0
2011-04-29,14.35,-0.67,0
2011-04-30,10.6,-0.67,0
2011-05-01,6.22,-0.67,0
2011-05-02,-2.05,-0.65,0
2011-05-03,1.4,-0.65,0
2011-05-04,4.84,-0.65,0
2011-05-05,-2.59,-0.65,0
2011-05-06,-10.63,-0.65,0
2011-05-07,-3.35,-0.65,0
2011-05-08,-13.16,-0.65,0
2011-05-09,-17.06,-0.5,0
2011-05-10,-14.92,-0.5,0
2011-05-11,-9.48,-0.5,0
2011-05-12,-20.13,-0.5,0
2011-05-13,-10.55,-0.5,0
2011-05-14,14.73,-0.5,0
2011-05-15,10.74,-0.5,0
2011-05-16,-3.58,-0.33,0
2011-05-17,0.48,-0.33,0
2011-05-18,5.92,-0.33,0
2011-05-19,-1.44,-0.33,0
2011-05-20,0.78,-0.33,0
2011-05-21,16.33,-0.33,0
2011-05-22,15.8,-0.33,0
2011-05-23,7.07,-0.38,0
2011-05-24,14.27,-0.38,0
2011-05-25,17.64,-0.38,0
2011-05-26,9.21,-0.38,0
2011-05-27,9.75,-0.38,0
2011-05-28,15.95,-0.38,0
2011-05-29,9.67,-0.38,0
2011-05-30,3.92,-0.32,0
2011-05-31,9.29,-0.32,0
2011-06-01,2.18,-0.32,0
2011-06-02,-4.15,-0.32,0
2011-06-03,-6.96,-0.32,0
2011-06-04,-5.48,-0.32,0
2011-06-05,-0.7,-0.32,0
2011-06-06,13.07,-0.27,0
2011-06-07,24.53,-0.27,0
2011-06-08,21.09,-0.27,0
2011-06-09,14.41,-0.27,0
2011-06-10,9.42,-0.27,0
2011-06-11,0.28,-0.27,0
2011-06-12,-5.13,-0.27,0
2011-06-13,-7.24,-0.25,0
2011-06-14,-13.43,-0.25,0
2011-06-15,-21.37,-0.25,0
2011-06-16,-28.75,-0.25,0
2011-06-17,-30.79,-0.25,0
2011-06-18,-18.91,-0.25,0
2011-06-19,6.4,-0.25,0
2011-06-20,15.46,-0.28,0
2011-06-21,12.65,-0.28,0
2011-06-22,18.91,-0.28,0
2011-06-23,15.04,-0.28,0
2011-06-24,17.99,-0.28,0
2011-06-25,8.93,-0.28,0
2011-06-26,-8.72,-0.28,0
2011-06-27,-4.5,-0.36,0
2011-06-28,4.71,-0.36,0
2011-06-29,5.27,-0.36,0
2011-06-30,-6.54,-0.36,0
2011-07-01,-4.25,-0.36,0
2011-07-02,-0.92,-0.36,0
2011-07-03,10.16,-0.36,0
2011-07-04,8.92,-0.41,0
2011-07-05,3.88,-0.41,0
2011-07-06,10.16,-0.41,0
2011-07-07,5.29,-0.41,0
2011-07-08,-8.13,-0.41,0
2011-07-09,-9.66,-0.41,0
2011-07-10,-0.06,-0.41,0
2011-07-11,12.68,-0.23,0
2011-07-12,16.19,-0.23,0
2011-07-13,17.85,-0.23,0
2011-07-14,20.62,-0.23,0
2011-07-15,17.54,-0.23,0
2011-07-16,17.17,-0.23,0
2011-07-17,21.42,-0.23,0
2011-07-18,18.84,-0.39,0
2011-07-19,18.96,-0.39,0
2011-07-20,10.77,-0.39,0
2011-07-21,3.08,-0.39,0
2011-07-22,0.25,-0.39,0
2011-07-23,0.68,-0.39,0
2011-07-24,1.6,-0.39,0
2011-07-25,13.79,-0.37,0
2011-07-26,19.7,-0.37,0
2011-07-27,3.26,-0.37,0
2011-07-28,-1.17,-0.37,0
2011-07-29,5.91,-0.37,0
2011-07-30,21.17,-0.37,0
2011-07-31,25.98,-0.37,0
2011-08-01,11.47,-0.48,0
2011-08-02,0.85,-0.48,0
2011-08-03,-7.53,-0.48,0
2011-08-04,-12.26,-0.48,0
2011-08-05,-7.83,-0.48,0
2011-08-06,-3.22,-0.48,0
2011-08-07,6.55,-0.48,0
2011-08-08,6.8,-0.66,0
2011-08-09,8.07,-0.66,0
2011-08-10,8.92,-0.66,0
2011-08-11,15.11,-0.66,0
2011-08-12,15.23,-0.66,0
2011-08-13,5.83,-0.66,0
2011-08-14,-1.34,-0.66,0
2011-08-15,-5.22,-0.72,0
2011-08-16,2.18,-0.72,0
2011-08-17,7.89,-0.72,0
2011-08-18,4.79,-0.72,0
2011-08-19,-2.25,-0.72,0
2011-08-20,-3.34,-0.72,0
2011-08-21,-7.47,-0.72,0
2011-08-22,-7.47,-0.62,0
2011-08-23,-6.74,-0.62,0
2011-08-24,-9.41,-0.62,0
2011-08-25,-1.34,-0.62,0
2011-08-26,15.35,-0.62,0
2011-08-27,17.48,-0.62,0
2011-08-28,15.05,-0.62,0
2011-08-29,9.89,-0.6,0
2011-08-30,3.52,-0.6,0
2011-08-31,1.33,-0.6,0
2011-09-01,1.78,-0.6,0
2011-09-02,10.82,-0.6,0
2011-09-03,12.12,-0.6,0
2011-09-04,7.49,-0.6,0
2011-09-05,6.9,-0.63,0
2011-09-06,9.33,-0.63,0
2011-09-07,8.38,-0.63,0
2011-09-08,13.49,-0.63,0
2011-09-09,12.01,-0.63,0
2011-09-10,12.12,-0.63,0
2011-09-11,5.17,-0.63,0
2011-09-12,-4.1,-0.77,0
2011-09-13,-10.34,-0.77,0
2011-09-14,-7.25,-0.77,0
2011-09-15,1.31,-0.77,0
2011-09-16,6.48,-0.77,0
2011-09-17,20.68,-0.77,0
2011-09-18,24.72,-0.77,0
2011-09-19,17.29,-0.81,-1
2011-09-20,17.59,-0.81,-1
2011-09-21,13.61,-0.81,-1
2011-09-22,4.28,-0.81,0
2011-09-23,3.33,-0.81,0
2011-09-24,12.84,-0.81,-1
2011-09-25,24.13,-0.81,-1
2011-09-26,22.05,-0.88,-1
2011-09-27,25.02,-0.88,-1
2011-09-28,21.28,-0.88,-1
2011-09-29,20.27,-0.88,-1
2011-09-30,19.73,-0.88,-1
2011-10-01,18.5,-0.88,-1
2011-10-02,20.37,-0.88,-1
2011-10-03,12.89,-1.03,-1
2011-10-04,7.67,-1.03,0
2011-10-05,-0.65,-1.03,0
2011-10-06,-11.73,-1.03,0
2011-10-07,-14.18,-1.03,0
2011-10-08,-11.54,-1.03,0
2011-10-09,0.13,-1.03,0
2011-10-10,7.22,-0.94,0
2011-10-11,13.6,-0.94,-1
2011-10-12,20.69,-0.94,-1
2011-10-13,9.02,-0.94,-1
2011-10-14,10.12,-0.94,-1
2011-10-15,1.61,-0.94,0
2011-10-16,3.03,-0.94,0
2011-10-17,8.38,-0.87,-1
2011-10-18,15.66,-0.87,-1
2011-10-19,26.23,-0.87,-1
2011-10-20,24.49,-0.87,-1
2011-10-21,26.81,-0.87,-1
2011-10-22,22.3,-0.87,-1
2011-10-23,18.37,-0.87,-1
2011-10-24,11.09,-1.19,-1
2011-10-25,-1.23,-1.19,0
2011-10-26,8.89,-1.19,-1
2011-10-27,12.05,-1.19,-1
2011-10-28,11.41,-1.19,-1
2011-10-29,7.02,-1.19,0
2011-10-30,11.41,-1.19,-1
2011-10-31,10.57,-1.26,-1
2011-11-01,3.62,-1.26,0
2011-11-02,0.7,-1.26,0
2011-11-03,9.54,-1.26,-1
2011-11-04,-1.78,-1.26,0
2011-11-05,-0.26,-1.26,0
2011-11-06,9.29,-1.26,-1
2011-11-07,10.81,-1.29,-1
2011-11-08,13.04,-1.29,-1
2011-11-09,13.87,-1.29,-1
2011-11-10,9.1,-1.29,-1
2011-11-11,1.78,-1.29,0
2011-11-12,7.12,-1.29,0
2011-11-13,10.56,-1.29,-1
2011-11-14,14.82,-1.23,-1
2011-11-15,10.37,-1.23,-1
2011-11-16,0.51,-1.23,0
2011-11-17,-4.65,-1.23,0
2011-11-18,-2.48,-1.23,0
2011-11-19,17.3,-1.23,-1
2011-11-20,16.35,-1.23,-1
2011-11-21,13.04,-1.22,-1
2011-11-22,29.58,-1.22,-1
2011-11-23,31.68,-1.22,-1
2011-11-24,19.85,-1.22,-1
2011-11-25,18.32,-1.22,-1
2011-11-26,20.23,-1.22,-1
2011-11-27,26.85,-1.22,-1
2011-11-28,34.67,-1.17,-1
2011-11-29,30.79,-1.17,-1
2011-11-30,7.19,-1.17,0
2011-12-01,9.86,-1.17,-1
2011-12-02,15.67,-1.17,-1
2011-12-03,13.86,-1.17,-1
2011-12-04,20.29,-1.17,-1
2011-12-05,25.74,-1.13,-1
2011-12-06,27.09,-1.13,-1
2011-12-07,23.4,-1.13,-1
2011-12-08,23.35,-1.13,-1
2011-12-09,16.81,-1.13,-1
2011-12-10,2.13,-1.13,0
2011-12-11,-3.22,-1.13,0
2011-12-12,7.68,-1.0,0
2011-12-13,20.97,-1.0,-1
2011-12-14,26.31,-1.0,-1
2011-12-15,27.71,-1.0,-1
2011-12-16,33.52,-1.0,-1
2011-12-17,28.34,-1.0,-1
2011-12-18,18.32,-1.0,-1
2011-12-19,19.67,-0.99,-1
2011-12-20,23.51,-0.99,-1
2011-12-21,22.68,-0.99,-1
2011-12-22,27.19,-0.99,-1
2011-12-23,34.36,-0.99,-1
2011-12-24,44.79,-0.99,-1
2011-12-25,49.2,-0.99,-1
2011-12-26,41.0,-0.96,-1
2011-12-27,30.2,-0.96,-1
2011-12-28,27.4,-0.96,-1
2011-12-29,18.63,-0.96,-1
2011-12-30,9.44,-0.96,-1
2011-12-31,1.92,-0.96,0
2012-01-01,0.48,-0.96,0
2012-01-02,9.52,-1.02,-1
2012-01-03,8.2,-1.02,-1
2012-01-04,6.84,-1.02,0
2012-01-05,2.31,-1.02,0
2012-01-06,-4.0,-1.02,0
2012-01-07,-16.15,-1.02,0
2012-01-08,-16.86,-1.02,0
2012-01-09,-7.77,-1.05,0
2012-01-10,-1.69,-1.05,0
2012-01-11,-4.99,-1.05,0
2012-01-12,-3.2,-1.05,0
2012-01-13,1.09,-1.05,0
2012-01-14,3.16,-1.05,0
2012-01-15,8.81,-1.05,-1
2012-01-16,17.11,-1.07,-1
2012-01-17,19.7,-1.07,-1
2012-01-18,14.33,-1.07,-1
2012-01-19,11.64,-1.07,-1
2012-01-20,21.16,-1.07,-1
2012-01-21,28.18,-1.07,-1
2012-01-22,27.61,-1.07,-1
2012-01-23,23.32,-1.05,-1
2012-01-24,35.43,-1.05,-1
