Year,Week,Predicted_Demand,Date
2035,4,59507.168,2035-01-22
2035,5,59375.58,2035-01-29
2035,6,60342.383,2035-02-05
2035,7,57033.312,2035-02-12
2035,8,57757.504,2035-02-19
2035,9,55548.684,2035-02-26
2035,10,54888.312,2035-03-05
2035,11,56222.56,2035-03-12
2035,12,56285.395,2035-03-19
2035,13,54271.273,2035-03-26
2035,14,54149.414,2035-04-02
2035,15,53309.29,2035-04-09
2035,16,54312.94,2035-04-16
2035,17,55641.4,2035-04-23
2035,18,55318.78,2035-04-30
2035,19,56558.77,2035-05-07
2035,20,58476.953,2035-05-14
2035,21,58143.785,2035-05-21
2035,22,58081.89,2035-05-28
2035,23,63305.844,2035-06-04
2035,24,60940.062,2035-06-11
2035,25,60659.246,2035-06-18
2035,26,66613.26,2035-06-25
2035,27,61887.8,2035-07-02
2035,28,61167.414,2035-07-09
2035,29,62320.86,2035-07-16
2035,30,59727.914,2035-07-23
2035,31,62400.246,2035-07-30
2035,32,59567.406,2035-08-06
2035,33,58413.188,2035-08-13
2035,34,59574.84,2035-08-20
2035,35,55940.0,2035-08-27
2035,36,57294.906,2035-09-03
2035,37,55346.434,2035-09-10
2035,38,53389.723,2035-09-17
2035,39,55628.867,2035-09-24
2035,40,53922.18,2035-10-01
2035,41,54565.566,2035-10-08
2035,42,54765.586,2035-10-15
2035,43,54361.695,2035-10-22
2035,44,54246.066,2035-10-29
2035,45,56684.812,2035-11-05
2035,46,54286.79,2035-11-12
2035,47,55509.434,2035-11-19
2035,48,54545.727,2035-11-26
2035,49,57216.8,2035-12-03
2035,50,54631.438,2035-12-10
2035,51,54762.805,2035-12-17
2035,52,58101.12,2035-12-24
2036,1,72749.43,2036-01-07
2036,2,60515.535,2036-01-14
2036,3,58781.504,2036-01-21
2036,4,61072.176,2036-01-28
2036,5,68308.51,2036-02-04
2036,6,56598.516,2036-02-11
2036,7,60592.984,2036-02-18
2036,8,56129.863,2036-02-25
2036,9,56054.29,2036-03-03
2036,10,57680.934,2036-03-10
2036,11,55504.03,2036-03-17
2036,12,55812.656,2036-03-24
2036,13,54973.645,2036-03-31
2036,14,53653.125,2036-04-07
2036,15,54567.965,2036-04-14
2036,16,54412.14,2036-04-21
2036,17,54282.676,2036-04-28
2036,18,57382.39,2036-05-05
2036,19,61026.293,2036-05-12
2036,20,57158.875,2036-05-19
2036,21,58971.645,2036-05-26
2036,22,57832.54,2036-06-02
2036,23,62786.508,2036-06-09
2036,24,60609.793,2036-06-16
2036,25,61000.78,2036-06-23
2036,26,59492.47,2036-06-30
2036,27,62355.434,2036-07-07
2036,28,62775.414,2036-07-14
2036,29,64025.0,2036-07-21
2036,30,60802.953,2036-07-28
2036,31,55911.867,2036-08-04
2036,32,60994.375,2036-08-11
2036,33,59053.14,2036-08-18
2036,34,56136.473,2036-08-25
